latitude,longitude
40.05008, -105.24760
38.7028,-106.1601
38.703035,-106.160545
38.703024,-106.160535
38.702766,-106.160268
-180.0,-180.0
38.009996,-106.44427
40.094112,-106.670719
40.09514,-106.67222
40.093975,-106.671005
40.094689,-106.66952
40.094293,-106.671082
40.094952,-106.672706
43.005598,-109.752914
43.005691,-109.753292
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
40.0235,-105.2617
40.0145,-105.1253
47.073325,-122.97664666666667
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
40.0568055,-105.28906333
-180.0,-180.0
40.0231055,-105.261245
39.64024500000001,-105.81107167
39.64024500000001,-105.81107167
39.64024500000001,-105.81107167
39.64024500000001,-105.81107167
39.635738329999995,-105.81564499999999
-180.0,-180.0
40.023697170000005,-105.26174499999999
-180.0,-180.0
-180.0,-180.0
40.02348049999999,-105.26167166999998
40.02348049999999,-105.26167166999998
40.02348049999999,-105.26167166999998
40.02348049999999,-105.26167166999998
-180.0,-180.0
53.34177833,-6.26389667
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
40.023688830000005,-105.26151999999998
40.02360283,-105.26151333000003
40.02360283,-105.26151333000003
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
40.02354716999999,-105.26174999999998
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
40.0312805,-105.30413
40.031952833333335,-105.30443666666666
40.03216666666667,-105.30448
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
40.02357216666667,-105.26168
-180.0,-180.0
-180.0,-180.0
40.039561166666665,-105.197075
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
42.61873833333333,-70.87687833333334
40.0172305,-105.28544666666667
-180.0,-180.0
40.023536166666666,-105.26180333333333
40.131347166666664,-111.51540333333334
-180.0,-180.0
-180.0,-180.0
41.890495,-113.11200833333334
41.89020333333333,-113.11216116666667
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
40.787171666666666,-111.97842833333333
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
38.987525,-114.23851166666667
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
39.000655555,-114.30506166666666
-180.0,-180.0
39.66576166666667,-105.20559666666666
-180.0,-180.0
-180.0,-180.0
39.99531,-105.40733833000002
39.99527832999999,-105.40722166999998
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
40.0266805,-105.30020833333333
-180.0,-180.0
-180.0,-180.0
40.07655833333333,-105.27272833333333
39.98831666666667,-105.301195
39.98835833333333,-105.3012
39.982841666666666,-105.301195
39.98216166666667,-105.301475
39.982175,-105.30149166666666
39.98211666666667,-105.30145333333333
39.98211666666667,-105.30145333333333
-180.0,-180.0
40.217063333333336,-104.82482833333333
40.217063333333336,-104.82482833333333
-180.0,-180.0
47.09751116666666,-121.56603333333334
47.10675833333333,-121.585945
47.61714166666667,-122.35578833333334
47.61714166666667,-122.35578833333334
47.61714166666667,-122.35578833333334
47.61714166666667,-122.35578833333334
47.617216666666664,-122.35578833333334
47.617266666666666,-122.355355
47.617266666666666,-122.355355
47.61714166666667,-122.35548333333334
47.61714166666667,-122.35548333333334
47.61714166666667,-122.35548333333334
47.617241666666665,-122.35565333333334
47.61719166666666,-122.355645
47.61719166666666,-122.355645
47.616546666666665,-122.35611666666667
47.61656166666667,-122.35608666666667
47.61656166666667,-122.35608666666667
-180.0,-180.0
40.06166116666667,-105.27690333333334
40.02321116666667,-105.26193666666667
40.023741666666666,-105.26176666666667
-180.0,-180.0
-180.0,-180.0
40.02367783333333,-105.26172166666667
-180.0,-180.0
-180.0,-180.0
47.61371166666667,-122.33805833333334
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
40.02359167000001,-105.26179166999998
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
37.606561666666664,-122.38099666666666
40.00878888333333,-105.216195
40.07299716666667,-105.25646166666667
40.07299716666667,-105.25646166666667
40.035575,-105.46253333333334
-180.0,-180.0
-180.0,-180.0
40.32089666666667,-105.60686333333334
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
40.061602830000005,-105.277
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
40.023722166666666,-105.261745
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
-180.0,-180.0
